TweetID,HandLabel,AnnotatorID
511602478581039106,Neutral,77
511602520511508482,Negative,80
511602520511508482,Neutral,78
511602554057523200,Positive,80
511602562462920705,Neutral,78
511602621191585792,Positive,77
511602642158899200,Positive,80
511602667328913409,Positive,77
511602709267746817,Negative,82
511602763793702912,Neutral,82
511602763793702912,Neutral,78
511602763797495808,Neutral,80
511602797327175680,Neutral,77
511602826712059904,Positive,79
511602843477106688,Neutral,77
511602864456994816,Neutral,82
511602910585577472,Neutral,77
511602990281916416,Positive,80
511603015422193664,Neutral,79
511603015422193664,Neutral,82
511603019621101569,Negative,78
511603019621101569,Negative,77
511603078353911809,Neutral,78
511603078353911809,Neutral,80
511603078357737472,Negative,80
511603082527264768,Positive,78
511603082527264768,Negative,82
511603099308285952,Neutral,77
511603137090965505,Positive,80
511603141272682496,Neutral,77
511603153851387906,Neutral,82
511603158041100288,Neutral,80
511603174810333184,Neutral,77
511603183227924481,Negative,79
511603191595933696,Positive,77
511603212588445697,Positive,82
511603229336293376,Neutral,77
511603262911700993,Neutral,80
511603271299895296,Negative,79
511603288048148480,Negative,77
511603288048148480,Neutral,78
511603296448937984,Negative,80
511603321639927808,Positive,80
511603338412953600,Neutral,78
511603338412953600,Neutral,78
511603451659177984,Negative,77
511603543934238720,Neutral,80
511603581678809088,Negative,77
511603611017953282,Positive,82
511603673936703488,Negative,82
511603694916612097,Positive,80
511603699094155264,Positive,77
511603757834985472,Negative,79
511603766219788288,Negative,77
511603778794299392,Neutral,82
511603778794299392,Neutral,82
511603812340334593,Neutral,77
511603875288461312,Neutral,80
511603887854583808,Negative,79
511603887854583808,Neutral,78
511603892061499395,Neutral,77
511603929801441280,Positive,80
511603959153577984,Positive,80
511603984310603776,Neutral,78
511604001104605184,Negative,77
511604043027075072,Positive,80
511604143702937601,Negative,77
511604156298444800,Neutral,82
511604173054300160,Neutral,82
511604181438713856,Positive,80
511604189827706880,Positive,77
511604202439970816,Negative,79
511604307293388800,Neutral,77
511604307301761024,Positive,82
511604315669426176,Neutral,77
511604336657707008,Neutral,78
511604336657707008,Neutral,80
511604378571390976,Negative,79
511604386968403968,Neutral,77
511604433105747968,Neutral,80
511604449882566656,Negative,80
511604449903525888,Neutral,78
511604546364530688,Neutral,77
511604575724253184,Neutral,80
511604676379553792,Neutral,77
511604676379553792,Neutral,82
511604693156761601,Positive,82
511604705727115265,Neutral,82
511604714115305472,Negative,78
511604714115305472,Negative,80
511604730888716288,Neutral,77
511604760265625602,Positive,77
511604760286613504,Neutral,82
511604777042837504,Neutral,77
511604777042837504,Neutral,78
511604902892552192,Negative,82
511604902892552192,Negative,77
511604907057897472,Positive,80
511604957385359360,Neutral,80
511604965773942785,Neutral,78
511604978390405120,Positive,77
511605020333060097,Negative,78
511605020333060097,Negative,80
511605053870723072,Neutral,77
511605066441424896,Positive,82
511605104190164992,Negative,82
511605104219529216,Negative,82
511605129368584192,Positive,77
511605171324203009,Negative,77
511605175489167361,Neutral,82
511605217440575488,Neutral,77
511605255180935168,Positive,80
511605255180935168,Positive,78
511605301335040000,Neutral,79
511605368460677121,Neutral,77
511605376819527680,Positive,80
511605422982430720,Neutral,80
511605448118894592,Neutral,78
511605469102997505,Negative,77
511605498471133184,Positive,80
511605515240353793,Negative,77
511605540418752513,Negative,82
511605573943836672,Neutral,82
511605590733246464,Negative,82
511605603316547584,Positive,77
511605603316547584,Positive,82
511605708173766657,Neutral,77
511605800474013696,Neutral,78
511605800474013696,Neutral,82
511605808841621504,Neutral,77
511605813031755776,Neutral,78
511605813031755776,Negative,80
511605838209748992,Negative,79
511605871760396288,Positive,77
511605871760396288,Positive,82
511605888550191105,Negative,80
511605892719333379,Negative,80
511605901128896513,Neutral,78
511605901128896513,Neutral,78
511605913711824897,Positive,77
511605951447990272,Neutral,80
511605968241561600,Positive,77
511605985010794497,Neutral,82
511606022772113408,Neutral,82
511606060520833026,Neutral,82
511606068892680192,Neutral,77
511606169555968000,Negative,79
511606173737701377,Positive,77
511606177931988993,Neutral,82
511606186341191680,Neutral,77
511606203093630976,Positive,80
511606211515793410,Neutral,78
511606211515793410,Neutral,79
511606228292620288,Positive,77
511606232457969664,Negative,80
511606266028761088,Negative,80
511606274396790784,Neutral,78
511606274396790784,Neutral,82
511606337332334592,Neutral,77
511606337332334592,Neutral,78
511606358316433408,Neutral,80
511606375055888384,Neutral,77
511606408614518784,Neutral,82
511606517666439170,Positive,82
511606526071832576,Negative,82
511606534460432384,Neutral,77
511606580610363392,Positive,79
511606593171881984,Negative,77
511606614131245057,Negative,82
511606635127898112,Neutral,77
511606639309619200,Positive,80
511606639309619200,Neutral,78
511606731575930881,Neutral,79
511606769341464576,Neutral,77
511606790300368896,Neutral,80
511606802883301376,Neutral,80
511606828053327874,Neutral,78
511606828053327874,Positive,82
511606828078489600,Negative,77
511606844826320896,Neutral,80
511606878376165376,Neutral,77
511606937121988608,Positive,78
511606937121988608,Positive,82
511606962275233792,Negative,82
511607062959517696,Neutral,82
511607083918458880,Neutral,77
511607121679355904,Neutral,78
511607121679355904,Neutral,79
511607171973656576,Negative,77
511607230701912065,Neutral,82
511607230701912065,Neutral,82
511607260054032384,Neutral,77
511607268471996416,Negative,80
511607268471996416,Neutral,78
511607360729927680,Negative,79
511607385904128000,Neutral,77
511607436231200769,Negative,78
511607436231200769,Negative,80
511607469785628672,Negative,80
511607515935961088,Neutral,78
511607553659113472,Positive,77
511607557853814784,Positive,82
511607557853814784,Positive,80
511607557857607680,Neutral,77
511607566263410688,Positive,82
511607583019266048,Neutral,82
511607595636113408,Negative,82
511607620776382464,Neutral,77
511607679484440576,Negative,79
511607679484440576,Negative,78
511607729815699456,Neutral,77
511607750821150720,Negative,82
511607792734842880,Neutral,77
511607796928753664,Neutral,80
511607801139830785,Negative,79
511607805330345984,Neutral,77
511607809528840192,Positive,80
511607838905733120,Positive,80
511607851455102976,Neutral,78
511607893423304704,Positive,77
511607926952583168,Neutral,80
511607926960979968,Positive,77
511607964722286592,Negative,82
511607964722286592,Neutral,78
511607973123465217,Neutral,82
511608027620061185,Negative,82
511608115729805312,Negative,77
511608170225995776,Neutral,79
511608174437478400,Neutral,77
511608187032571904,Negative,82
511608254104088576,Neutral,77
511608291865026560,Negative,80
511608350606630914,Positive,79
511608350606630914,Positive,82
511608375743111168,Neutral,78
511608375743111168,Neutral,77
511608426108321793,Negative,80
511608426108321793,Neutral,78
511608476418965504,Neutral,78
511608488988930049,Neutral,82
511608488988930049,Negative,77
511608556098187264,Negative,80
511608556098187264,Neutral,78
511608598066368512,Neutral,77
511608644174376961,Negative,82
511608644211728384,Neutral,82
511608665171066880,Neutral,82
511608681927294976,Negative,77
511608681927294976,Negative,78
511608728068816896,Neutral,79
511608744858644481,Neutral,77
511608761619087360,Neutral,82
511608828732133376,Neutral,77
511608828732133376,Neutral,82
511608849707446272,Neutral,78
511608849707446272,Positive,80
511608879072161794,Neutral,77
511608883253497856,Neutral,80
511608883287433216,Neutral,80
511608916825100288,Neutral,78
511608925225893889,Negative,77
511608992301613056,Negative,80
511609025889591296,Neutral,77
511609059431415808,Neutral,82
511609105559982080,Neutral,82
511609147516018688,Neutral,78
511609147516018688,Neutral,82
511609160103104512,Negative,77
511609231397912576,Neutral,79
511609243976617984,Neutral,82
511609243976617984,Negative,77
511609248183513088,Negative,82
511609248183513088,Neutral,78
511609260736671744,Neutral,77
511609260736671744,Neutral,78
511609264964907009,Neutral,80
511609273319555072,Neutral,80
511609399148683265,Neutral,77
511609411765563392,Positive,80
511609415959863298,Neutral,80
511609436926791680,Neutral,78
511609453679226880,Neutral,77
511609453691830272,Positive,80
511609453696016384,Neutral,77
511609483064524800,Negative,82
511609562752090113,Neutral,82
511609562764705793,Neutral,82
511609634042281984,Negative,77
511609663402831872,Positive,82
511609663402831872,Negative,79
511609675998322688,Negative,77
511609688593420289,Neutral,82
511609705350045696,Neutral,77
511609709552345088,Negative,80
511609722126864385,Neutral,80
511609734713974784,Negative,78
511609734713974784,Negative,77
511609759863042049,Neutral,80
511609759876005889,Neutral,78
511609759876005889,Positive,80
511609814410330112,Neutral,78
511609814422945792,Negative,77
511609835360493568,Positive,80
511609868919136257,Neutral,77
511609881519198209,Negative,82
511609881519198209,Negative,82
511609894114701312,Neutral,82
511609902494937088,Neutral,82
511609923470635009,Negative,78
511609936040566784,Positive,79
511609973777129472,Neutral,77
511610040915353600,Positive,82
511610045088681984,Neutral,77
511610049270407169,Negative,78
511610049270407169,Negative,80
511610099602042880,Positive,80
511610124780470272,Neutral,77
511610170909016064,Positive,80
511610191893520385,Negative,80
511610204488605696,Positive,78
511610321933709312,Neutral,78
511610321933709312,Positive,77
511610326102863872,Neutral,80
511610368037494784,Positive,77
511610405781639168,Neutral,82
511610422558867456,Neutral,82
511610422558867456,Neutral,82
511610426782912512,Neutral,82
511610519053430784,Positive,78
511610548396756992,Positive,79
511610569380868096,Negative,77
511610619691139072,Negative,78
511610619691139072,Negative,82
511610632274460672,Neutral,77
511610632274460672,Neutral,78
511610678428590081,Neutral,82
511610678428590081,Positive,80
511610728764043264,Positive,80
511610728764043264,Positive,78
511610741351542784,Negative,77
511610791670595584,Neutral,80
511610804249317376,Negative,80
511610833613619200,Positive,78
511610837799567360,Neutral,77
511610896515620864,Negative,80
511610913292443650,Neutral,77
511610913292443650,Neutral,78
511610913322201089,Positive,82
511610913322201089,Neutral,82
511610997191479296,Positive,82
511611089466191872,Neutral,82
511611089491337217,Positive,78
511611118834692096,Neutral,79
511611118834692096,Neutral,78
511611144000131072,Neutral,77
511611152372342785,Neutral,82
511611198522277888,Neutral,77
511611274028150786,Negative,80
511611353715331072,Negative,80
511611362112716801,Positive,77
511611500495372288,Neutral,80
511611546632732672,Neutral,78
511611546645299200,Positive,77
511611550839631872,Neutral,80
511611584398258177,Positive,77
511611693471137792,Neutral,82
511611693471137792,Neutral,78
511611727008780289,Positive,82
511611731207278593,Positive,82
511611764765495296,Neutral,82
511611764765495296,Negative,78
511611785729048576,Neutral,79
511611798316154882,Negative,77
511611848638988288,Negative,82
511611869627289600,Neutral,77
511611886404923392,Neutral,80
511611911549779969,Positive,80
511611966079922177,Neutral,77
511611991254126592,Neutral,80
511612041573203968,Neutral,80
511612150641868800,Negative,78
511612171592425473,Neutral,77
511612251313541120,Neutral,80
511612280635920384,Neutral,77
511612280656515072,Neutral,82
511612293235621889,Positive,82
511612314194161664,Negative,82
511612372910604289,Positive,78
511612381319802880,Neutral,79
511612402291707904,Neutral,77
511612419060531200,Positive,82
511612431635087360,Neutral,77
511612465189494784,Negative,80
511612473594875904,Neutral,80
511612481966714881,Neutral,77
511612481966714881,Neutral,78
511612523918143488,Neutral,78
511612523918143488,Negative,80
511612549100347392,Neutral,80
511612574274949120,Neutral,78
511612582659391489,Neutral,77
511612591031205888,Neutral,82
511612591031205888,Positive,80
511612649751445504,Neutral,77
511612670727159808,Neutral,78
511612670727159808,Negative,82
511612674917294080,Neutral,82
511612704285810689,Neutral,82
511612704285810689,Neutral,78
511612708488491008,Positive,78
511612746224660480,Neutral,79
511612746224660480,Neutral,82
511612758807552000,Neutral,77
511612809147600896,Neutral,77
511612825899655168,Positive,80
511612876239691776,Neutral,78
511612876239691776,Positive,80
511612997887086593,Neutral,77
511613018833420288,Negative,80
511613056606953472,Positive,80
511613106926391297,Positive,78
511613106926391297,Positive,78
511613140493410304,Neutral,77
511613157253459969,Negative,80
511613215974100992,Neutral,77
511613224379502593,Positive,82
511613224379502593,Positive,82
511613228548644865,Neutral,78
511613228548644865,Positive,82
511613232755527680,Negative,82
511613253739610112,Negative,78
511613266314133504,Negative,78
511613266314133504,Negative,79
511613278884474880,Positive,77
511613287268892672,Negative,82
511613304045707264,Positive,77
511613316654178304,Neutral,80
511613333405839361,Negative,80
511613333405839361,Negative,82
511613387969540097,Positive,77
511613392126480384,Neutral,80
511613396332986368,Neutral,80
511613455041048576,Neutral,78
511613476016754688,Positive,77
511613476016754688,Neutral,78
511613476025151488,Positive,80
511613484413763585,Neutral,78
511613484413763585,Neutral,77
511613492827533312,Neutral,82
511613572498350080,Positive,82
511613580903710720,Neutral,82
511613589292331008,Neutral,78
511613652181721089,Neutral,77
511613681537650689,Negative,82
511613681537650689,Negative,82
511613681546063874,Negative,77
511613681546063874,Negative,78
511613698344247296,Neutral,80
511613719282200576,Positive,80
511613727683399680,Neutral,77
511613757038919680,Neutral,80
511613807362600960,Positive,80
511613807362600960,Positive,78
511613807379369984,Neutral,78
511613811560701952,Neutral,77
511613845132279808,Positive,80
511613845132279808,Neutral,82
511613908046454787,Neutral,77
511613916431286273,Neutral,82
511613941617659904,Neutral,82
511613954200977409,Neutral,82
511614000313151489,Neutral,78
511614163899416576,Neutral,77
511614168072343552,Neutral,82
511614180663640064,Neutral,77
511614205825658880,Neutral,80
511614256178278400,Neutral,80
511614285525442560,Neutral,77
511614340076548096,Negative,80
511614340076548096,Neutral,78
511614377825677312,Neutral,78
511614377825677312,Positive,80
511614411359133697,Negative,78
511614453318975488,Positive,77
511614465876688897,Positive,80
511614533014532096,Neutral,77
511614549771173889,Positive,82
511614587507322880,Neutral,82
511614587507322880,Neutral,82
511614604313497600,Neutral,82
511614612702507008,Positive,78
511614633665638400,Negative,79
511614667215892480,Positive,77
511614679807164416,Neutral,82
511614679807164416,Neutral,78
511614730109464578,Negative,77
511614746899283968,Negative,80
511614751110336512,Positive,80
511614751110336512,Neutral,78
511614767870377984,Negative,77
511614780457893888,Negative,80
511614784660176896,Neutral,80
511614830785355777,Neutral,78
511614851748069377,Neutral,77
511614851748069377,Neutral,82
511614889513590786,Positive,77
511614897898414080,Negative,82
511614902096900096,Neutral,82
511614944048336897,Negative,82
511614952441135104,Negative,78
511615086642102272,Neutral,77
511615128572530688,Negative,82
511615128572530688,Neutral,78
511615136969535488,Negative,77
511615241852305408,Positive,80
511615246029844480,Neutral,80
511615317324615681,Neutral,77
511615350904193024,Positive,80
511615363448975360,Positive,80
511615363449372675,Neutral,78
511615417992085504,Negative,77
511615417992085504,Negative,78
511615418000105472,Positive,80
511615422206988289,Positive,77
511615443153735680,Negative,82
511615459947716609,Positive,82
511615489278480384,Neutral,78
511615501865603072,Positive,79
511615506072502272,Neutral,82
511615506072502272,Neutral,77
511615535436820481,Neutral,78
511615581586350080,Neutral,77
511615581586350080,Positive,78
511615585755889664,Neutral,80
511615631905402880,Negative,80
511615657067417601,Positive,82
511615657067417601,Positive,77
511615657075826688,Neutral,80
511615724176302080,Negative,80
511615782891962368,Neutral,78
511615787074076672,Negative,77
511615799682158593,Positive,80
511615812268875776,Neutral,77
511615984239906816,Positive,82
511616001008758784,Neutral,82
511616005186281472,Negative,82
511616038765469696,Negative,78
511616042964385793,Negative,79
511616097481539584,Positive,77
511616118449258496,Neutral,82
511616126833668096,Neutral,77
511616147784232960,Positive,80
511616210728157184,Negative,80
511616412037967872,Positive,77
511616412037967872,Neutral,78
511616424641826817,Negative,80
511616424641826817,Neutral,78
511616504337424384,Neutral,80
511616592405204992,Neutral,78
511616600768643072,Neutral,77
511616638534549505,Positive,80
511616739218440192,Positive,77
511616747594850305,Positive,82
511616835687837696,Neutral,82
511616844038672384,Neutral,82
511616881791610880,Neutral,78
511616881791610880,Neutral,82
511616894370320384,Negative,79
511616898581417985,Neutral,77
511616932148412416,Positive,82
511616936342331392,Neutral,78
511616936342331392,Neutral,77
511617007633301504,Negative,80
511617011815034880,Positive,80
511617016034107392,Neutral,77
511617024401752064,Neutral,78
511617024401752064,Neutral,80
511617095713701890,Neutral,82
511617095713701890,Negative,80
511617104089714688,Neutral,78
511617112490905601,Neutral,77
511617116681031681,Negative,80
511617175388717057,Positive,77
511617221546622977,Neutral,82
511617288672641024,Positive,82
511617301230419968,Neutral,82
511617343160852480,Positive,78
511617364140773376,Neutral,79
511617372550352896,Positive,77
511617380943155200,Neutral,82
511617385133256704,Neutral,77
511617385133256704,Neutral,78
511617418691493888,Neutral,78
511617418691493888,Neutral,80
511617435460722688,Neutral,80
511617443861909504,Neutral,77
511617443861909504,Positive,82
511617456440639488,Neutral,80
511617502573780992,Positive,80
511617519346790401,Neutral,78
511617519346790401,Neutral,78
511617573885337600,Positive,77
511617624179216384,Neutral,80
511617624195993600,Neutral,77
511617703899955200,Neutral,82
511617750025138176,Negative,82
511617808757956608,Negative,82
511617833910816768,Positive,78
511617838101303296,Neutral,79
511617859072851970,Negative,77
511617867478237184,Neutral,82
511617896838336512,Neutral,77
511617921974820864,Neutral,80
511617980724428800,Negative,80
511617984889376770,Neutral,77
511618014278864896,Negative,80
511618022671667200,Negative,78
511618022671667200,Negative,80
511618026865557504,Neutral,78
511618077172449280,Neutral,77
511618119136444416,Neutral,80
511618131706798082,Positive,77
511618203026747392,Neutral,82
511618203026747392,Neutral,82
511618265924509696,Negative,82
511618353988128768,Positive,82
511618383385595905,Neutral,78
511618383385595905,Neutral,78
511618421105393665,Negative,79
511618421125967872,Neutral,77
511618450494873602,Positive,82
511618479821037568,Neutral,77
511618521764470784,Negative,80
511618525967159296,Positive,80
511618525967159296,Neutral,78
511618567918612480,Neutral,77
511618664387600384,Negative,80
511618723107844096,Neutral,78
511618748273668096,Positive,77
511618811200823298,Positive,82
511618811200823298,Neutral,80
511618823783346176,Negative,77
511618836345651200,Neutral,82
511618953798774784,Negative,82
511618962174803968,Neutral,82
511618978977153024,Positive,78
511619046068858880,Positive,77
511619046068858880,Positive,78
511619108983803906,Negative,82
511619129942757377,Negative,77
511619138356531200,Neutral,80
511619423565017088,Positive,80
511619436143329280,Negative,78
511619436143329280,Neutral,77
511619436156321792,Positive,80
511619440341819392,Negative,80
511619549377343489,Positive,78
511619561985425408,Negative,77
511619603890720768,Negative,80
511619616507187200,Positive,77
511619637466120192,Positive,82
511619666838818816,Neutral,82
511619666838818816,Neutral,82
511619742340505600,Negative,82
511619813614309376,Neutral,78
511619893335433216,Negative,79
511619956229042176,Negative,77
511619956229042176,Neutral,78
511620010767163392,Negative,82
511620056896516097,Neutral,78
511620056896516097,Neutral,77
511620094662021120,Neutral,80
511620149166632960,Negative,80
511620220486955008,Neutral,77
511620245635993600,Positive,80
511620245635993600,Positive,82
511620254041387008,Neutral,80
511620254041387008,Negative,78
511620262429999104,Neutral,78
511620325331992576,Neutral,77
511620325331992576,Neutral,78
511620396618379264,Negative,80
511620505666072576,Negative,77
511620505695432705,Neutral,82
511620560213004289,Positive,82
511620577007005697,Positive,82
511620602151854081,Neutral,78
511620606354550785,Positive,79
511620648284995584,Positive,77
511620660884680704,Neutral,82
511620660884680704,Neutral,82
511620673475985410,Neutral,77
511620690215444480,Negative,80
511620694409773056,Negative,80
511620715410255872,Negative,77
511620727989346304,Neutral,80
511620744745590784,Negative,80
511620744745607168,Neutral,78
511620744745607168,Neutral,78
511620782523289600,Neutral,77
511620795089829888,Neutral,80
511620795089829888,Neutral,78
511620799304720384,Neutral,82
511620799304720384,Positive,77
511620828661047296,Negative,82
511620866413969409,Negative,82
511620891575595008,Neutral,82
511620895769903104,Negative,78
511620916724645888,Positive,77
511620929290788864,Negative,82
511620929302982656,Neutral,77
511620929302982656,Neutral,78
511620933501874176,Positive,80
511620958655090689,Positive,80
511620971242192896,Positive,77
511620979647606784,Positive,80
511620988011032576,Neutral,80
511621055149273088,Neutral,78
511621088678531072,Negative,77
511621134811275264,Positive,80
511621185151696896,Negative,77
511621285831393282,Neutral,82
511621298406318080,Positive,82
511621306811686913,Neutral,82
511621310997594112,Neutral,78
511621369721663488,Positive,79
511621369721663488,Positive,78
511621415830032384,Positive,77
511621445190164480,Negative,82
511621453616123905,Neutral,77
511621487154167808,Positive,80
511621487154167808,Positive,82
511621508134096896,Negative,78
511621508134096896,Neutral,80
511621571031482368,Neutral,77
511621571044462594,Negative,80
511621617194385408,Neutral,80
511621625574621184,Neutral,78
511621671686782978,Neutral,77
511621688476598273,Neutral,80
511621713663389697,Neutral,77
511621722047410176,Neutral,82
511621742994145280,Neutral,82
511621810119794688,Positive,82
511621822702297088,Positive,78
511621822702297088,Neutral,78
511621856252948480,Positive,79
511621881414569986,Positive,77
511621881414569986,Positive,82
511621902407061504,Negative,82
511621919171694593,Positive,77
511622007264256000,Neutral,80
511622078542675968,Positive,80
511622086952239104,Neutral,77
511622095336665088,Neutral,80
511622107894001664,Neutral,80
511622137288081408,Neutral,78
511622149845823488,Neutral,77
511622175019642880,Neutral,80
511622221156982784,Neutral,77
511622237934604288,Neutral,82
511622300832374784,Neutral,82
511622305022103552,Positive,82
511622305051840512,Positive,78
511622317605003265,Negative,77
511622342771240960,Negative,82
511622342791811072,Neutral,77
511622355362516993,Neutral,80
511622380528345088,Negative,80
511622393111277568,Positive,77
511622397321965568,Positive,80
511622468617109504,Negative,80
511622485411102722,Neutral,78
511622485411102722,Neutral,78
511622510581133313,Positive,77
511622560908189696,Neutral,80
511622615413563393,Neutral,77
511622619607875584,Positive,78
511622619607875584,Positive,82
511622619607879680,Negative,82
511622632194981889,Negative,82
511622711874191360,Neutral,78
511622753821396992,Negative,79
511622762201640960,Negative,77
511622762201640960,Negative,82
511622783206715392,Neutral,82
511622787384221696,Negative,77
511622862873313280,Neutral,80
511622875452022784,Neutral,80
511622888042921984,Neutral,77
511623001281155073,Positive,80
511623043240951808,Positive,80
511623060018171904,Positive,78
511623076799610880,Positive,77
511623093584814080,Neutral,80
511623152271515648,Neutral,77
511623152271515648,Neutral,78
511623152276078592,Neutral,82
511623164879974401,Neutral,82
511623164879974401,Neutral,78
511623190024441856,Positive,82
511623198438588416,Positive,78
511623198438588416,Neutral,82
511623282333085696,Negative,79
511623315862339584,Negative,77
511623336846434304,Negative,82
511623399752208384,Neutral,77
511623475250089984,Neutral,80
511623517188935680,Neutral,80
511623533961568256,Negative,78
511623533961568256,Negative,77
511623559148732416,Negative,80
511623571702296576,Positive,78
511623571702296576,Positive,80
511623601091792896,Negative,82
511623601091792896,Negative,78
511623622042324993,Neutral,77
511623626228236288,Neutral,80
511623668179693568,Positive,77
511623689172172800,Positive,82
511623701734113280,Negative,78
511623701734113280,Negative,82
511623735288537088,Neutral,82
511623743672963073,Negative,78
511623764661256192,Negative,79
511623777244180480,Neutral,77
511623777244180480,Neutral,78
511623789814480898,Neutral,82
511623794017189888,Negative,77
511623840167133186,Neutral,80
511623844353048576,Positive,80
511623848551530496,Negative,77
511623919829549056,Neutral,80
511624037299392513,Neutral,80
511624041463963648,Positive,78
511624087626870784,Neutral,77
511624146326130689,Positive,80
511624146355118080,Negative,77
511624158921228288,Neutral,82
511624163111731200,Neutral,82
511624167305658368,Positive,82
511624175703035904,Positive,78
511624246993633280,Positive,79
511624293122596864,Neutral,77
511624293130579968,Positive,82
511624330879315970,Neutral,77
511624347682091008,Neutral,82
511624347682091008,Positive,80
511624418959708161,Neutral,80
511624431559782400,Neutral,77
511624431563980800,Neutral,80
511624498647695362,Neutral,80
511624561561853953,Neutral,78
511624561595781120,Positive,77
511624578368823296,Positive,80
511624582566924289,Positive,77
511624582566924289,Positive,78
511624599340343296,Neutral,82
511624620286287872,Neutral,82
511624754500210689,Positive,82
511624800658526208,Neutral,78
511624809050955776,Negative,79
511624825815957504,Positive,77
511624834225569793,Negative,82
511624909718843392,Neutral,78
511624909718843392,Neutral,77
511625043906805760,Negative,80
511625043907186689,Neutral,80
511625052304207873,Negative,82
511625052304207873,Neutral,77
511625052312588288,Neutral,80
511625056490102784,Neutral,80
511625064907689984,Positive,78
511625098454126592,Neutral,77
511625115214557184,Positive,80
511625199113240576,Neutral,77
511625220093124609,Negative,82
511625224291241984,Positive,82
511625245263163393,Negative,82
511625257850253312,Neutral,78
511625270403805185,Neutral,79
511625270403813376,Positive,77
511625308173508608,Positive,82
511625324925173760,Neutral,77
511625324925173760,Neutral,78
511625324950745088,Neutral,80
511625467561254914,Neutral,80
511625471759749120,Neutral,77
511625480114819072,Negative,80
511625505309995008,Neutral,80
511625509470760960,Neutral,78
511625538851835905,Positive,77
511625538851835905,Positive,78
511625601778991106,Neutral,80
511625673052389376,Neutral,77
511625723384446976,Neutral,82
511625740169658368,Neutral,82
511625744376541184,Neutral,82
511625752752963584,Positive,78
511625752752963584,Positive,78
511625786311573504,Positive,79
511625790497488896,Positive,77
511625794691809280,Neutral,82
511625828250427393,Neutral,77
511625828250427393,Neutral,78
511625836655435776,Neutral,80
511625853407866881,Neutral,80
511625874396184576,Neutral,77
511625895375679488,Positive,80
511625941500428290,Positive,80
511625949885263873,Neutral,78
511626025399091200,Neutral,77
511626037969420288,Positive,80
511626046374817792,Neutral,77
511626088322445312,Neutral,82
511626142848393216,Neutral,82
511626142848393216,Neutral,82
511626155406163968,Negative,82
511626155406163968,Neutral,78
511626163815723009,Neutral,78
511626163815723009,Positive,78
511626251900305408,Neutral,77
511626256061050880,Neutral,82
511626293822369794,Neutral,77
511626298028867584,Positive,80
511626352525856768,Neutral,80
511626398679961600,Positive,77
511626436424499200,Neutral,82
511626436424499200,Neutral,80
511626444817301504,Neutral,78
511626490958860289,Positive,77
511626490958860289,Neutral,78
511626499364225025,Neutral,80
511626549683302401,Positive,77
511626553856626689,Positive,82
511626595824832514,Negative,82
511626604213055488,Neutral,82
511626637776265216,Negative,78
511626662929530880,Neutral,77
511626662929530880,Neutral,78
511626746811387904,Neutral,77
511626767791304705,Neutral,80
511626813928669184,Negative,80
511626813928669184,Positive,82
511626834908577794,Negative,77
511626855846518784,Positive,80
511626855846518784,Positive,78
511626860040847360,Positive,80
511626889421922304,Neutral,78
511626897785372672,Neutral,77
511626901983854592,Negative,80
511627027838140416,Positive,77
511627032011493376,Negative,82
511627032011493376,Negative,78
511627048780333056,Positive,82
511627090727555072,Neutral,82
511627094934036480,Neutral,78
511627124310945793,Neutral,77
511627124310945793,Neutral,82
511627212391710720,Neutral,82
511627245916815360,Neutral,77
511627250123677697,Neutral,80
511627388552478720,Neutral,80
511627422077550592,Neutral,77
511627434664677377,Neutral,80
511627434664677377,Neutral,78
511627497570828288,Positive,80
511627497570828288,Neutral,78
511627497596006400,Neutral,78
511627589858131970,Negative,77
511627636012244992,Positive,80
511627690541993984,Positive,77
511627694724120576,Negative,82
511627761832562688,Positive,82
511627787002994688,Positive,78
511627791193104384,Negative,79
511627795374813184,Neutral,77
511627795387396096,Negative,82
511627870901661697,Neutral,77
511627950572470272,Positive,80
511628013486632960,Neutral,80
511628047049437184,Neutral,77
511628051231150080,Positive,80
511628055442624512,Positive,80
511628063830851585,Positive,78
511628068004585472,Negative,82
511628068004585472,Neutral,77
511628084811157506,Positive,80
511628084811157506,Neutral,78
511628088967692288,Positive,77
511628097394065408,Neutral,82
511628114154487808,Negative,82
511628126745821185,Neutral,78
511628160291831808,Positive,79
511628252549754880,Neutral,77
511628349052313600,Negative,77
511628353234022401,Neutral,80
511628374180364288,Positive,80
511628487426588672,Neutral,78
511628487426588672,Neutral,77
511628495827382272,Negative,80
511628504233164800,Positive,80
511628558754537472,Negative,82
511628558754537472,Negative,78
511628567134732289,Neutral,77
511628600697577472,Neutral,80
511628613293449216,Neutral,78
511628613293449216,Neutral,77
511628709754056704,Positive,82
511628781032075264,Negative,82
511628822991880192,Neutral,78
511628869133033473,Negative,79
511628869133033473,Neutral,78
511628940415229952,Positive,77
511629003342741504,Positive,82
511629066240151552,Neutral,77
511629066261131264,Neutral,80
511629066269896704,Positive,80
511629116584771586,Positive,77
511629196268150785,Neutral,80
511629196271960064,Neutral,78
511629196271960064,Positive,82
511629217239691264,Neutral,77
511629246603612160,Positive,80
511629263389609984,Positive,77
511629263389609984,Neutral,78
511629271761027072,Positive,82
511629271761027072,Neutral,78
511629380813357057,Negative,82
511629460542861313,Neutral,82
511629460542861313,Neutral,78
511629494076334080,Positive,77
511629515035262977,Neutral,82
511629519229579264,Positive,77
